DDPG-mean,DDPG-mv,Ddpg-se,DDPG-lower,DDPG-upper,DTA-mean,DTA-mv,DTA-se,DTA-lower,DTA-upper,NRS-mean,NRS-mv,NRS-se,NRS-lower,NRS-upper,SRS-mean,SRS-mv,SRS-se,SRS-lower,SRS-upper
0.58,0.6,0.033466401,0.566533599,0.633466401,0.64,0.648,0.045607017,0.602392983,0.693607017,0.36,0.396,0.053665631,0.342334369,0.449665631,0.66,0.666,0.055136195,0.610863805,0.721136195
0.54,0.604,0.035777088,0.568222912,0.639777088,0.62,0.65,0.059329588,0.590670412,0.709329588,0.38,0.402,0.052153619,0.349846381,0.454153619,0.65,0.668,0.049497475,0.618502525,0.717497475
0.58,0.614,0.033466401,0.580533599,0.647466401,0.64,0.654,0.045607017,0.608392983,0.699607017,0.4,0.406,0.048989795,0.357010205,0.454989795,0.63,0.672,0.053009433,0.618990567,0.725009433
0.6,0.618,0.048989795,0.569010205,0.666989795,0.66,0.654,0.035777088,0.618222912,0.689777088,0.42,0.41,0.033466401,0.376533599,0.443466401,0.67,0.677,0.051088159,0.625911841,0.728088159
0.62,0.622,0.043817805,0.578182195,0.665817805,0.66,0.652,0.035777088,0.616222912,0.687777088,0.4,0.41,0.028284271,0.381715729,0.438284271,0.68,0.68,0.0464758,0.6335242,0.7264758
0.62,0.624,0.043817805,0.580182195,0.667817805,0.66,0.65,0.035777088,0.614222912,0.685777088,0.38,0.41,0.052153619,0.357846381,0.462153619,0.67,0.681,0.047010637,0.633989363,0.728010637
0.62,0.626,0.052153619,0.573846381,0.678153619,0.64,0.648,0.045607017,0.602392983,0.693607017,0.4,0.416,0.04,0.376,0.456,0.69,0.682,0.047853944,0.634146056,0.729853944
0.62,0.626,0.052153619,0.573846381,0.678153619,0.64,0.646,0.045607017,0.600392983,0.691607017,0.42,0.42,0.033466401,0.386533599,0.453466401,0.67,0.682,0.051088159,0.630911841,0.733088159
0.62,0.628,0.033466401,0.594533599,0.661466401,0.66,0.648,0.035777088,0.612222912,0.683777088,0.42,0.422,0.033466401,0.388533599,0.455466401,0.66,0.687,0.049396356,0.637603644,0.736396356
0.6,0.628,0.028284271,0.599715729,0.656284271,0.66,0.646,0.035777088,0.610222912,0.681777088,0.38,0.422,0.052153619,0.369846381,0.474153619,0.68,0.69,0.0464758,0.6435242,0.7364758
0.62,0.63,0.033466401,0.596533599,0.663466401,0.66,0.644,0.035777088,0.608222912,0.679777088,0.42,0.428,0.033466401,0.394533599,0.461466401,0.68,0.695,0.048579831,0.646420169,0.743579831
0.64,0.632,0.045607017,0.586392983,0.677607017,0.66,0.642,0.035777088,0.606222912,0.677777088,0.42,0.428,0.033466401,0.394533599,0.461466401,0.69,0.698,0.045716518,0.652283482,0.743716518
0.62,0.63,0.043817805,0.586182195,0.673817805,0.64,0.64,0.045607017,0.594392983,0.685607017,0.44,0.428,0.035777088,0.392222912,0.463777088,0.68,0.702,0.054405882,0.647594118,0.756405882
0.64,0.626,0.045607017,0.580392983,0.671607017,0.64,0.642,0.045607017,0.596392983,0.687607017,0.42,0.428,0.033466401,0.394533599,0.461466401,0.7,0.704,0.050990195,0.653009805,0.754990195
0.64,0.622,0.045607017,0.576392983,0.667607017,0.64,0.644,0.045607017,0.598392983,0.689607017,0.4,0.43,0.048989795,0.381010205,0.478989795,0.69,0.706,0.05375872,0.65224128,0.75975872
0.64,0.62,0.045607017,0.574392983,0.665607017,0.64,0.646,0.045607017,0.600392983,0.691607017,0.44,0.428,0.021908902,0.406091098,0.449908902,0.68,0.709,0.052535702,0.656464298,0.761535702
0.62,0.616,0.033466401,0.582533599,0.649466401,0.62,0.646,0.052153619,0.593846381,0.698153619,0.44,0.428,0.021908902,0.406091098,0.449908902,0.69,0.712,0.04347413,0.66852587,0.75547413
0.64,0.618,0.045607017,0.572392983,0.663607017,0.66,0.65,0.035777088,0.614222912,0.685777088,0.44,0.428,0.021908902,0.406091098,0.449908902,0.72,0.716,0.050596443,0.665403557,0.766596443
0.62,0.616,0.033466401,0.582533599,0.649466401,0.64,0.648,0.045607017,0.602392983,0.693607017,0.42,0.424,0.033466401,0.390533599,0.457466401,0.69,0.716,0.0498999,0.6661001,0.7658999
0.62,0.616,0.059329588,0.556670412,0.675329588,0.64,0.65,0.045607017,0.604392983,0.695607017,0.44,0.428,0.035777088,0.392222912,0.463777088,0.73,0.72,0.047010637,0.672989363,0.767010637
0.64,0.618,0.045607017,0.572392983,0.663607017,0.64,0.652,0.045607017,0.606392983,0.697607017,0.42,0.428,0.033466401,0.394533599,0.461466401,0.71,0.72,0.045716518,0.674283482,0.765716518
0.62,0.616,0.033466401,0.582533599,0.649466401,0.64,0.654,0.045607017,0.608392983,0.699607017,0.42,0.432,0.033466401,0.398533599,0.465466401,0.73,0.718,0.047010637,0.670989363,0.765010637
0.58,0.618,0.033466401,0.584533599,0.651466401,0.66,0.656,0.035777088,0.620222912,0.691777088,0.44,0.434,0.021908902,0.412091098,0.455908902,0.7,0.716,0.042426407,0.673573593,0.758426407
0.6,0.624,0.028284271,0.595715729,0.652284271,0.66,0.654,0.035777088,0.618222912,0.689777088,0.44,0.438,0.035777088,0.402222912,0.473777088,0.72,0.719,0.048579831,0.670420169,0.767579831
0.62,0.628,0.043817805,0.584182195,0.671817805,0.66,0.654,0.035777088,0.618222912,0.689777088,0.38,0.438,0.052153619,0.385846381,0.490153619,0.72,0.72,0.0464758,0.6735242,0.7664758
0.6,0.63,0.04,0.59,0.67,0.64,0.656,0.045607017,0.610392983,0.701607017,0.44,0.448,0.021908902,0.426091098,0.469908902,0.71,0.719,0.0498999,0.6691001,0.7688999
0.64,0.634,0.045607017,0.588392983,0.679607017,0.66,0.658,0.035777088,0.622222912,0.693777088,0.44,0.448,0.021908902,0.426091098,0.469908902,0.73,0.718,0.049091751,0.668908249,0.767091751
0.62,0.632,0.043817805,0.588182195,0.675817805,0.64,0.658,0.045607017,0.612392983,0.703607017,0.4,0.45,0.04,0.41,0.49,0.72,0.716,0.048579831,0.667420169,0.764579831
0.62,0.634,0.043817805,0.590182195,0.677817805,0.66,0.66,0.035777088,0.624222912,0.695777088,0.46,0.456,0.021908902,0.434091098,0.477908902,0.73,0.716,0.044833024,0.671166976,0.760833024
0.64,0.636,0.045607017,0.590392983,0.681607017,0.66,0.66,0.035777088,0.624222912,0.695777088,0.44,0.456,0.021908902,0.434091098,0.477908902,0.73,0.715,0.049091751,0.665908249,0.764091751
0.62,0.636,0.033466401,0.602533599,0.669466401,0.66,0.66,0.035777088,0.624222912,0.695777088,0.46,0.458,0.021908902,0.436091098,0.479908902,0.69,0.712,0.05375872,0.65824128,0.76575872
0.64,0.638,0.045607017,0.592392983,0.683607017,0.66,0.66,0.035777088,0.624222912,0.695777088,0.44,0.458,0.021908902,0.436091098,0.479908902,0.71,0.713,0.047853944,0.665146056,0.760853944
0.64,0.638,0.045607017,0.592392983,0.683607017,0.64,0.66,0.045607017,0.614392983,0.705607017,0.48,0.46,0.017888544,0.442111456,0.477888544,0.73,0.712,0.049091751,0.662908249,0.761091751
0.64,0.634,0.045607017,0.588392983,0.679607017,0.66,0.662,0.035777088,0.626222912,0.697777088,0.44,0.458,0.021908902,0.436091098,0.479908902,0.73,0.709,0.044833024,0.664166976,0.753833024
0.64,0.632,0.045607017,0.586392983,0.677607017,0.68,0.662,0.033466401,0.628533599,0.695466401,0.48,0.462,0.017888544,0.444111456,0.479888544,0.71,0.707,0.045716518,0.661283482,0.752716518
0.64,0.63,0.045607017,0.584392983,0.675607017,0.66,0.66,0.035777088,0.624222912,0.695777088,0.44,0.462,0.035777088,0.426222912,0.497777088,0.7,0.707,0.048989795,0.658010205,0.755989795
0.62,0.628,0.043817805,0.584182195,0.671817805,0.66,0.66,0.035777088,0.624222912,0.695777088,0.46,0.466,0.021908902,0.444091098,0.487908902,0.71,0.71,0.045716518,0.664283482,0.755716518
0.64,0.626,0.045607017,0.580392983,0.671607017,0.66,0.66,0.035777088,0.624222912,0.695777088,0.46,0.468,0.035777088,0.432222912,0.503777088,0.72,0.712,0.0464758,0.6655242,0.7584758
0.64,0.624,0.045607017,0.578392983,0.669607017,0.66,0.66,0.035777088,0.624222912,0.695777088,0.46,0.468,0.021908902,0.446091098,0.489908902,0.72,0.714,0.0464758,0.6675242,0.7604758
0.64,0.622,0.045607017,0.576392983,0.667607017,0.66,0.66,0.035777088,0.624222912,0.695777088,0.46,0.468,0.021908902,0.446091098,0.489908902,0.7,0.715,0.04472136,0.67027864,0.75972136
0.64,0.622,0.045607017,0.576392983,0.667607017,0.66,0.658,0.035777088,0.622222912,0.693777088,0.46,0.466,0.021908902,0.444091098,0.487908902,0.7,0.718,0.048989795,0.669010205,0.766989795
0.64,0.622,0.045607017,0.576392983,0.667607017,0.66,0.658,0.035777088,0.622222912,0.693777088,0.46,0.466,0.021908902,0.444091098,0.487908902,0.7,0.722,0.048989795,0.673010205,0.770989795
0.6,0.622,0.048989795,0.573010205,0.670989795,0.66,0.658,0.035777088,0.622222912,0.693777088,0.46,0.464,0.021908902,0.442091098,0.485908902,0.7,0.725,0.050990195,0.674009805,0.775990195
0.62,0.624,0.043817805,0.580182195,0.667817805,0.66,0.658,0.035777088,0.622222912,0.693777088,0.48,0.462,0.017888544,0.444111456,0.479888544,0.71,0.727,0.047853944,0.679146056,0.774853944
0.62,0.622,0.059329588,0.562670412,0.681329588,0.66,0.658,0.035777088,0.622222912,0.693777088,0.48,0.458,0.017888544,0.440111456,0.475888544,0.71,0.729,0.0498999,0.6791001,0.7788999
0.62,0.62,0.043817805,0.576182195,0.663817805,0.66,0.658,0.035777088,0.622222912,0.693777088,0.48,0.456,0.017888544,0.438111456,0.473888544,0.73,0.731,0.044833024,0.686166976,0.775833024
0.6,0.618,0.048989795,0.569010205,0.666989795,0.66,0.658,0.035777088,0.622222912,0.693777088,0.48,0.452,0.017888544,0.434111456,0.469888544,0.73,0.731,0.044833024,0.686166976,0.775833024
0.62,0.62,0.033466401,0.586533599,0.653466401,0.66,0.658,0.035777088,0.622222912,0.693777088,0.46,0.448,0.021908902,0.426091098,0.469908902,0.74,0.729,0.045166359,0.683833641,0.774166359
0.62,0.62,0.043817805,0.576182195,0.663817805,0.66,0.658,0.035777088,0.622222912,0.693777088,0.46,0.45,0.021908902,0.428091098,0.471908902,0.73,0.728,0.044833024,0.683166976,0.772833024
0.64,0.622,0.045607017,0.576392983,0.667607017,0.64,0.658,0.045607017,0.612392983,0.703607017,0.44,0.446,0.035777088,0.410222912,0.481777088,0.73,0.727,0.044833024,0.682166976,0.771833024
0.64,0.62,0.045607017,0.574392983,0.665607017,0.66,0.66,0.035777088,0.624222912,0.695777088,0.46,0.446,0.021908902,0.424091098,0.467908902,0.74,0.727,0.045166359,0.681833641,0.772166359
0.64,0.618,0.045607017,0.572392983,0.663607017,0.66,0.66,0.035777088,0.624222912,0.695777088,0.44,0.446,0.021908902,0.424091098,0.467908902,0.73,0.725,0.044833024,0.680166976,0.769833024
0.62,0.616,0.043817805,0.572182195,0.659817805,0.66,0.66,0.035777088,0.624222912,0.695777088,0.44,0.45,0.035777088,0.414222912,0.485777088,0.72,0.724,0.044271887,0.679728113,0.768271887
0.6,0.618,0.048989795,0.569010205,0.666989795,0.66,0.66,0.035777088,0.624222912,0.695777088,0.44,0.45,0.035777088,0.414222912,0.485777088,0.73,0.724,0.044833024,0.679166976,0.768833024
0.6,0.622,0.048989795,0.573010205,0.670989795,0.66,0.658,0.035777088,0.622222912,0.693777088,0.46,0.452,0.021908902,0.430091098,0.473908902,0.73,0.724,0.044833024,0.679166976,0.768833024
0.6,0.626,0.048989795,0.577010205,0.674989795,0.66,0.66,0.035777088,0.624222912,0.695777088,0.44,0.452,0.035777088,0.416222912,0.487777088,0.73,0.723,0.044833024,0.678166976,0.767833024
0.62,0.63,0.043817805,0.586182195,0.673817805,0.66,0.66,0.035777088,0.624222912,0.695777088,0.44,0.456,0.021908902,0.434091098,0.477908902,0.71,0.721,0.045716518,0.675283482,0.766716518
0.62,0.63,0.052153619,0.577846381,0.682153619,0.66,0.66,0.035777088,0.624222912,0.695777088,0.48,0.46,0.033466401,0.426533599,0.493466401,0.73,0.721,0.042544095,0.678455905,0.763544095
0.64,0.63,0.045607017,0.584392983,0.675607017,0.66,0.66,0.035777088,0.624222912,0.695777088,0.42,0.46,0.033466401,0.426533599,0.493466401,0.72,0.72,0.041952354,0.678047646,0.761952354
0.62,0.626,0.043817805,0.582182195,0.669817805,0.66,0.662,0.035777088,0.626222912,0.697777088,0.44,0.464,0.035777088,0.428222912,0.499777088,0.73,0.722,0.042544095,0.679455905,0.764544095
0.62,0.622,0.043817805,0.578182195,0.665817805,0.66,0.662,0.035777088,0.626222912,0.697777088,0.46,0.466,0.021908902,0.444091098,0.487908902,0.72,0.722,0.0464758,0.6755242,0.7684758
0.62,0.62,0.052153619,0.567846381,0.672153619,0.66,0.662,0.035777088,0.626222912,0.697777088,0.48,0.464,0.017888544,0.446111456,0.481888544,0.72,0.722,0.048579831,0.673420169,0.770579831
0.64,0.616,0.045607017,0.570392983,0.661607017,0.66,0.662,0.035777088,0.626222912,0.697777088,0.44,0.462,0.035777088,0.426222912,0.497777088,0.72,0.723,0.048579831,0.674420169,0.771579831
0.64,0.61,0.045607017,0.564392983,0.655607017,0.64,0.662,0.045607017,0.616392983,0.707607017,0.46,0.468,0.021908902,0.446091098,0.489908902,0.73,0.725,0.044833024,0.680166976,0.769833024
0.64,0.604,0.045607017,0.558392983,0.649607017,0.68,0.664,0.033466401,0.630533599,0.697466401,0.46,0.47,0.035777088,0.434222912,0.505777088,0.72,0.725,0.044271887,0.680728113,0.769271887
0.64,0.598,0.045607017,0.552392983,0.643607017,0.66,0.662,0.035777088,0.626222912,0.697777088,0.48,0.472,0.017888544,0.454111456,0.489888544,0.71,0.726,0.0498999,0.6761001,0.7758999
0.62,0.594,0.033466401,0.560533599,0.627466401,0.66,0.662,0.035777088,0.626222912,0.697777088,0.48,0.472,0.017888544,0.454111456,0.489888544,0.71,0.729,0.0498999,0.6791001,0.7788999
0.62,0.592,0.043817805,0.548182195,0.635817805,0.66,0.662,0.035777088,0.626222912,0.697777088,0.48,0.472,0.017888544,0.454111456,0.489888544,0.72,0.731,0.044271887,0.686728113,0.775271887
0.6,0.592,0.048989795,0.543010205,0.640989795,0.68,0.662,0.033466401,0.628533599,0.695466401,0.46,0.47,0.021908902,0.448091098,0.491908902,0.74,0.732,0.045166359,0.686833641,0.777166359
0.58,0.592,0.052153619,0.539846381,0.644153619,0.66,0.66,0.035777088,0.624222912,0.695777088,0.46,0.474,0.021908902,0.452091098,0.495908902,0.73,0.731,0.044833024,0.686166976,0.775833024
0.6,0.596,0.048989795,0.547010205,0.644989795,0.66,0.66,0.035777088,0.624222912,0.695777088,0.44,0.474,0.021908902,0.452091098,0.495908902,0.72,0.731,0.048579831,0.682420169,0.779579831
0.58,0.6,0.033466401,0.566533599,0.633466401,0.66,0.66,0.035777088,0.624222912,0.695777088,0.46,0.478,0.021908902,0.456091098,0.499908902,0.73,0.731,0.044833024,0.686166976,0.775833024
0.58,0.606,0.059329588,0.546670412,0.665329588,0.66,0.66,0.035777088,0.624222912,0.695777088,0.5,0.48,0,0.48,0.48,0.74,0.731,0.045166359,0.685833641,0.776166359
0.58,0.612,0.059329588,0.552670412,0.671329588,0.66,0.66,0.035777088,0.624222912,0.695777088,0.48,0.472,0.033466401,0.438533599,0.505466401,0.73,0.731,0.049091751,0.681908249,0.780091751
0.58,0.618,0.033466401,0.584533599,0.651466401,0.66,0.66,0.035777088,0.624222912,0.695777088,0.48,0.472,0.017888544,0.454111456,0.489888544,0.73,0.731,0.049091751,0.681908249,0.780091751
0.6,0.62,0.048989795,0.571010205,0.668989795,0.66,0.66,0.035777088,0.624222912,0.695777088,0.48,0.476,0.017888544,0.458111456,0.493888544,0.74,0.732,0.045166359,0.686833641,0.777166359
0.6,0.622,0.048989795,0.573010205,0.670989795,0.66,0.66,0.035777088,0.624222912,0.695777088,0.48,0.478,0.033466401,0.444533599,0.511466401,0.73,0.732,0.044833024,0.687166976,0.776833024
0.62,0.624,0.043817805,0.580182195,0.667817805,0.66,0.66,0.035777088,0.624222912,0.695777088,0.46,0.48,0.021908902,0.458091098,0.501908902,0.73,0.733,0.049091751,0.683908249,0.782091751
0.6,0.622,0.028284271,0.593715729,0.650284271,0.66,0.66,0.035777088,0.624222912,0.695777088,0.5,0.48,0.028284271,0.451715729,0.508284271,0.73,0.733,0.044833024,0.688166976,0.777833024
0.62,0.624,0.043817805,0.580182195,0.667817805,0.66,0.662,0.035777088,0.626222912,0.697777088,0.46,0.482,0.021908902,0.460091098,0.503908902,0.73,0.732,0.049091751,0.682908249,0.781091751
0.64,0.626,0.045607017,0.580392983,0.671607017,0.66,0.662,0.035777088,0.626222912,0.697777088,0.48,0.488,0.017888544,0.470111456,0.505888544,0.72,0.733,0.048579831,0.684420169,0.781579831
0.64,0.626,0.045607017,0.580392983,0.671607017,0.66,0.662,0.035777088,0.626222912,0.697777088,0.48,0.486,0.033466401,0.452533599,0.519466401,0.73,0.733,0.044833024,0.688166976,0.777833024
0.64,0.626,0.045607017,0.580392983,0.671607017,0.66,0.664,0.035777088,0.628222912,0.699777088,0.42,0.484,0.052153619,0.431846381,0.536153619,0.74,0.733,0.045166359,0.687833641,0.778166359
0.64,0.626,0.045607017,0.580392983,0.671607017,0.66,0.666,0.035777088,0.630222912,0.701777088,0.48,0.492,0.033466401,0.458533599,0.525466401,0.73,0.732,0.049091751,0.682908249,0.781091751
0.6,0.626,0.048989795,0.577010205,0.674989795,0.66,0.668,0.035777088,0.632222912,0.703777088,0.52,0.492,0.017888544,0.474111456,0.509888544,0.74,0.733,0.045166359,0.687833641,0.778166359
0.62,0.63,0.043817805,0.586182195,0.673817805,0.66,0.668,0.035777088,0.632222912,0.703777088,0.5,0.49,0.028284271,0.461715729,0.518284271,0.74,0.732,0.045166359,0.686833641,0.777166359
0.62,0.632,0.043817805,0.588182195,0.675817805,0.66,0.67,0.035777088,0.634222912,0.705777088,0.5,0.492,0.028284271,0.463715729,0.520284271,0.74,0.732,0.045166359,0.686833641,0.777166359
0.6,0.634,0.048989795,0.585010205,0.682989795,0.66,0.672,0.035777088,0.636222912,0.707777088,0.46,0.49,0.021908902,0.468091098,0.511908902,0.73,0.732,0.049091751,0.682908249,0.781091751
0.62,0.638,0.043817805,0.594182195,0.681817805,0.68,0.674,0.033466401,0.640533599,0.707466401,0.52,0.492,0.017888544,0.474111456,0.509888544,0.72,0.733,0.048579831,0.684420169,0.781579831
0.64,0.64,0.045607017,0.594392983,0.685607017,0.66,0.674,0.045607017,0.628392983,0.719607017,0.52,0.49,0.017888544,0.472111456,0.507888544,0.74,0.734,0.045166359,0.688833641,0.779166359
0.64,0.636,0.045607017,0.590392983,0.681607017,0.66,0.676,0.021908902,0.654091098,0.697908902,0.46,0.49,0.021908902,0.468091098,0.511908902,0.72,0.734,0.052535702,0.681464298,0.786535702
0.64,0.635555556,0.045607017,0.589948539,0.681162573,0.68,0.677777778,0.033466401,0.644311377,0.711244179,0.46,0.493333333,0.021908902,0.471424431,0.515242236,0.73,0.735555556,0.049091751,0.686463805,0.784647306
0.64,0.635,0.045607017,0.589392983,0.680607017,0.68,0.6775,0.033466401,0.644033599,0.710966401,0.5,0.4975,0.028284271,0.469215729,0.525784271,0.73,0.73625,0.044833024,0.691416976,0.781083024
0.64,0.634285714,0.045607017,0.588678697,0.679892731,0.68,0.677142857,0.033466401,0.643676456,0.710609258,0.48,0.497142857,0.033466401,0.463676456,0.530609258,0.74,0.737142857,0.045166359,0.691976498,0.782309216
0.64,0.633333333,0.045607017,0.587726316,0.67894035,0.66,0.676666667,0.035777088,0.640889579,0.712443754,0.5,0.5,0,0.5,0.5,0.73,0.736666667,0.049091751,0.687574916,0.785758418
0.64,0.632,0.045607017,0.586392983,0.677607017,0.68,0.68,0.033466401,0.646533599,0.713466401,0.52,0.5,0.017888544,0.482111456,0.517888544,0.74,0.738,0.045166359,0.692833641,0.783166359
0.64,0.63,0.045607017,0.584392983,0.675607017,0.68,0.68,0.033466401,0.646533599,0.713466401,0.48,0.495,0.033466401,0.461533599,0.528466401,0.74,0.7375,0.045166359,0.692333641,0.782666359
0.64,0.626666667,0.045607017,0.58105965,0.672273684,0.68,0.68,0.033466401,0.646533599,0.713466401,0.48,0.5,0.043817805,0.456182195,0.543817805,0.74,0.736666667,0.045166359,0.691500308,0.781833026
0.64,0.62,0.045607017,0.574392983,0.665607017,0.68,0.68,0.033466401,0.646533599,0.713466401,0.5,0.51,0.028284271,0.481715729,0.538284271,0.73,0.735,0.049091751,0.685908249,0.784091751
0.6,0.6,0.048989795,0.551010205,0.648989795,0.68,0.68,0.033466401,0.646533599,0.713466401,0.52,0.52,0.017888544,0.502111456,0.537888544,0.74,0.74,0.045166359,0.694833641,0.785166359