,AC-mean,AC-10_moving_average,AC-se,AC-upper,AC-lower,DTA-mean,DTA-10_moving_average,DTA-se,DTA-upper,DTA-lower,SRS-mean,SRS-10_moving_average,SRS-se,SRS-upper,SRS-lower,NRS-mean,NRS-10_moving,NRS-se,NRS-upper,NRS-lower,SARSA-RS-mean,SARSA-RS-se,SARSA-RS-10_moving,SARSA-RS-upper,SARSA-RS-lower,SPRS-mean,SPRS-se,SPRS-10_moving,SPRS-upper,SPRS-lower
69,4617.47,4520.769,433.7323279,4954.501328,4087.036672,2357.04,2740.055,327.0482741,3067.103274,2413.006726,3025.469,3030.3837,111.8421466,3142.225847,2918.541553,3940.607843,3873.911765,387.3647107,4261.276475,3486.547054,3363.07,369.5825408,3618.487,3988.069541,3248.904459,3988.692,257.921333535138,4049.6344,4307.55573353514,3791.71306646486
70,4382.93,4531.884,423.9187128,4955.802713,4107.965287,2600.95,2766.957,350.4205808,3117.377581,2416.536419,3060.621,3025.0564,113.3564246,3138.412825,2911.699975,3610.519608,3855.282353,386.7714713,4242.053824,3468.510882,3434.59,385.4126708,3620.69,4006.102671,3235.277329,4083.932,264.507422772035,4061.1192,4325.62662277204,3796.61177722797
71,4216.08,4502.265,411.8273594,4914.092359,4090.437641,2919.49,2797.486,365.7838314,3163.269831,2431.702169,3043.016,3004.8535,114.2669188,3119.120419,2890.586581,3890.078431,3838.537255,396.5206313,4235.057886,3442.016624,3854.72,380.4010305,3692.166,4072.567031,3311.764969,3992.648,258.208666532291,4037.5252,4295.73386653229,3779.31653346771
72,4692.75,4515.782,432.531079,4948.313079,4083.250921,2997.88,2818.019,356.2145166,3174.233517,2461.804483,3039.741,3008.8881,113.8843679,3122.772468,2895.003732,3431.088235,3811.619608,385.2197726,4196.83938,3426.399835,3607.3,357.2564604,3680.962,4038.21846,3323.70554,4057.472,265.754873469639,4018.5116,4284.26647346964,3752.75672653036
73,4662.36,4458.753,415.3181406,4874.071141,4043.434859,2634.24,2799.549,346.1079916,3145.656992,2453.441008,3119.237,3011.9554,116.0286001,3127.984,2895.9268,4020.656863,3795.865686,399.8954497,4195.761136,3395.970237,3615.68,378.999172,3725.935,4104.934172,3346.935828,4124.3,266.407179798143,4018.3636,4284.77077979814,3751.95642020186
74,4074.57,4460.992,402.516273,4863.508273,4058.475727,2555.63,2812.707,343.7871809,3156.494181,2468.919819,3136.219,2992.849,115.9784207,3108.827421,2876.870579,3969.794118,3745.219608,398.1275922,4143.3472,3347.092016,3511.69,377.9894675,3754.296,4132.285467,3376.306533,3834.66,253.445805681609,3986.7456,4240.19140568161,3733.29979431839
75,4477.61,4474.754,423.6663649,4898.420365,4051.087635,3045.89,2841.84,376.6754175,3218.515418,2465.164583,2899.806,2977.0737,110.8778055,3087.951505,2866.195895,4354.352941,3698.288235,396.7675479,4095.055783,3301.520687,3550.91,393.4758539,3789.101,4182.576854,3395.625146,4110.328,258.883899819328,3991.986,4250.86989981933,3733.10210018067
76,4934.56,4472.767,434.4172958,4907.184296,4038.349704,2661.65,2864.938,352.5372339,3217.475234,2512.400766,2919.519,2974.6124,112.0892934,3086.701693,2862.523107,3904.931373,3641.289216,395.9316094,4037.220825,3245.357606,3603.08,385.3493669,3786.689,4172.038367,3401.339633,4170.972,258.600143257625,3962.7888,4221.38894325763,3704.18865674238
77,4617.84,4391.7,435.0872753,4826.787275,3956.612725,2790.8,2881.161,357.9664794,3239.127479,2523.194521,3043.909,2983.6416,112.1583273,3095.799927,2871.483273,3903.068627,3582.393137,401.1557772,3983.548914,3181.23736,3963.9,406.5087334,3809.778,4216.286733,3403.269267,4064.724,258.294939631608,3943.1028,4201.39773963161,3684.80786036839
78,4531.52,4348.571,423.0656362,4771.636636,3925.505364,2836.98,2880.282,359.048448,3239.330448,2521.233552,3016.3,2984.6542,112.8542823,3097.508482,2871.799918,3714.019608,3582.426471,378.7026232,3961.129094,3203.723847,3679.93,406.4785995,3765.319,4171.797599,3358.840401,4068.616,263.911748677803,3947.492,4211.4037486778,3683.5802513222
79,4728.62,4328.55,425.5712008,4754.121201,3902.978799,2626.06,2906.355,352.4451398,3258.80014,2553.90986,2972.196,2981.3243,111.9313169,3093.255617,2869.392983,3754.313725,3598.697059,384.9376141,3983.634673,3213.759445,3385.1,392.5609404,3775.433,4167.99394,3382.87206,4103.54,261.036625479261,3957.3736,4218.41022547926,3696.33697452074
80,4086.74,4252.811,411.7368705,4664.547871,3841.07413,2906.24,2930.38,368.6158562,3298.995856,2561.764144,2858.592,2983.1644,109.8244201,3092.98882,2873.33998,3443.068627,3591.682353,389.6035928,3981.285946,3202.07876,4149.35,411.3982728,3830.372,4241.770273,3418.973727,3847.992,258.570229128846,3926.0184,4184.58862912885,3667.44817087115
81,4351.25,4255.962,432.3477185,4688.309719,3823.614282,3124.82,2956.553,363.4038977,3319.956898,2593.149102,3083.362,3001.0894,114.1184848,3115.207885,2886.970915,3620.901961,3646.793137,394.368391,4041.161528,3252.424746,3742.68,402.2280191,3789.462,4191.690019,3387.233981,3802.512,253.734763703013,3935.6556,4189.39036370301,3681.92083629699
82,4122.46,4222.113,418.9279108,4641.040911,3803.185089,2813.18,2953.613,353.4931027,3307.106103,2600.119897,3070.414,2975.8543,113.4714102,3089.32571,2862.38289,3273.54902,3679.288235,364.0302219,4043.318457,3315.258013,4057.03,398.1617459,3879.984,4278.145746,3481.822254,4055.992,257.756092521096,3964.9708,4222.7268925211,3707.2147074789
83,4684.75,4218.488,430.9002937,4649.388294,3787.587706,2765.82,2984.109,371.4992437,3355.608244,2612.609756,2928.173,2975.2414,111.1858638,3086.427264,2864.055536,3514.196078,3734.801961,382.5835258,4117.385487,3352.218435,3899.29,385.6071707,3824.602,4210.209171,3438.994829,3808.12,256.217247456919,3987.6832,4243.90044745692,3731.46595254308
84,4212.19,4116.367,413.8001766,4530.167177,3702.566823,2846.96,2986.034,367.7577455,3353.791746,2618.276255,2978.466,2984.309,110.7181998,3095.0272,2873.5908,3500.480392,3801.330392,382.7102759,4184.040668,3418.620116,3859.74,399.6835237,3830.697,4230.380524,3431.013476,3887.064,254.408321529811,4038.2244,4292.63272152981,3783.81607847019
85,4457.74,4110.324,415.9164547,4526.240455,3694.407545,3276.87,2973.436,378.3741547,3351.810155,2595.061845,2875.193,2993.5511,109.4828417,3103.033942,2884.068258,3784.362745,3817.330392,381.8577366,4199.188129,3435.472656,3526.79,385.2353853,3819.638,4204.873385,3434.402615,3818.356,257.201837359409,4041.7548,4298.95663735941,3784.55296264059
86,4123.89,4100.832,405.3337943,4506.165794,3695.498206,2823.88,2921.342,365.0985172,3286.440517,2556.243483,3009.811,3017.8561,111.9400309,3129.796131,2905.916069,3315.970588,3855.569608,366.1131308,4221.682739,3489.456477,3833.97,418.0058984,3837.503,4255.508898,3419.497102,3974.112,256.174950933583,4038.7588,4294.93375093358,3782.58384906642
87,4186.55,4077.814,411.048443,4488.862443,3666.765557,2782.01,2917.119,364.1970383,3281.316038,2552.921962,3054.035,3017.6519,113.5482341,3131.200134,2904.103666,3903.401961,3894.787255,390.2698468,4285.057102,3504.517408,3519.31,393.3074128,3856.738,4250.045413,3463.430587,4108.616,261.373740536757,4054.0824,4315.45614053676,3792.70865946324
88,4331.31,4059.964,427.1476301,4487.11163,3632.81637,3097.71,2946.791,379.4561588,3326.247159,2567.334841,2983.001,3007.8991,112.379795,3120.278895,2895.519305,3876.72549,3872.521569,404.8414286,4277.362997,3467.68014,3781.07,421.6214537,3893.241,4314.862454,3471.619546,4167.432,265.869556748237,4063.0212,4328.89075674824,3797.15164325176
89,3971.23,4050.07,391.5086614,4441.578661,3658.561339,2866.31,2936.862,362.223172,3299.085172,2574.638828,2990.597,3016.1255,113.3502327,3129.475733,2902.775267,3684.166667,3854.430392,389.5422621,4243.972654,3464.88813,3934.49,406.1056955,3881.305,4287.410695,3475.199305,3789.988,257.114157648746,4067.2404,4324.35455764874,3810.12624235125
90,4118.25,4035.747,407.3064191,4443.053419,3628.440581,3167.97,2947.465,396.3780517,3343.843052,2551.086948,3037.842,3009.0191,114.7616445,3123.780744,2894.257456,3994.176471,3883.10098,389.4796703,4272.580651,3493.62131,3740.25,381.3174259,3916.091,4297.408426,3534.773574,3944.364,254.783535037129,4107.644,4362.42753503713,3852.86046496287
91,4012.76,4008.084,412.5837503,4420.66775,3595.50025,3095.42,2923.02,376.9948674,3300.014867,2546.025133,2831.011,3024.739,112.1035656,3136.842566,2912.635434,3945.852941,3868.543137,384.883057,4253.426194,3483.66008,4647.9,427.7180989,3961.705,4389.423099,3533.986901,4095.664,263.877653219093,4119.73,4383.60765321909,3855.85234678091
92,4086.21,4013.059,412.8736837,4425.932684,3600.185316,3118.14,2918.412,383.903026,3302.315026,2534.508974,3064.285,3047.5002,113.6664324,3161.166632,2933.833768,3828.686275,3842.917647,382.7274152,4225.645062,3460.190232,3503.21,385.5331761,3897.38,4282.913176,3511.846824,4283.116,263.291853383609,4083.1316,4346.42345338361,3819.83974661639
93,3663.54,3990.009,402.5717152,4392.580715,3587.437285,2785.07,2910.22,363.5361504,3273.75615,2546.68385,3018.849,3055.0767,113.2723343,3168.349034,2941.804366,4179.480392,3778.92451,400.6112491,4179.535759,3378.313261,3960.24,396.1142419,3922.181,4318.295242,3526.066758,4313.532,262.876365715718,4042.7764,4305.65276571572,3779.90003428428
94,4151.76,4054.677,409.9648973,4464.641897,3644.712103,2720.98,2920.739,348.4213817,3269.160382,2572.317618,3070.887,3056.5895,115.2309867,3171.820487,2941.358513,3660.480392,3762.708824,386.2351579,4148.943981,3376.473666,3749.15,399.8172906,3935.069,4334.886291,3535.251709,3922.368,260.907530413179,4018.1192,4279.02673041318,3757.21166958682
95,4362.82,4022.387,407.257111,4429.644111,3615.129889,2755.93,2927.026,365.3683011,3292.394301,2561.657699,3118.243,3057.556,117.5253737,3175.081374,2940.030626,4166.754902,3792.101961,392.0294699,4184.131431,3400.072491,3705.44,420.5905016,3976.53,4397.120502,3555.939498,3788.396,253.141197968122,4015.4316,4268.57279796812,3762.29040203188
96,3893.71,3970.329,402.6747264,4373.003726,3567.654274,2781.65,2935.774,356.8680029,3292.642003,2578.905997,3007.769,3056.1831,113.4067732,3169.589873,2942.776327,3708.147059,3779.144118,393.502809,4172.646927,3385.641309,4026.32,406.8555348,4011.267,4418.122535,3604.411465,4127.348,266.588457086169,4025.444,4292.03245708617,3758.85554291383
97,4008.05,3960.719,411.9942765,4372.713277,3548.724724,3078.73,2903.783,380.0240795,3283.80708,2523.758921,2956.507,3047.564,112.3300376,3159.894038,2935.233962,3680.745098,3790.562745,388.4200189,4178.982764,3402.142726,3884.34,407.2366342,3998.204,4405.440634,3590.967366,4198.004,259.102724802222,4016.5852,4275.68792480222,3757.48247519778
98,4232.37,3934.845,398.202906,4333.047906,3536.642094,2998.42,2877.556,377.0634037,3254.619404,2500.492596,3065.265,3071.6287,115.7083991,3187.337099,2955.920301,3695.813725,3817.207843,385.9990818,4203.206925,3431.208761,3661.71,402.3028484,3988.712,4391.014848,3586.409152,4209.624,258.969803418267,3972.7992,4231.76900341827,3713.82939658173
99,3828,3872.599,375.2002196,4247.79922,3497.39878,2972.34,2863.386,350.908171,3214.294171,2512.477829,2919.533,3067.4774,112.2620243,3179.739424,2955.215376,3970.872549,3796.489216,395.3690966,4191.858312,3401.120119,4282.35,412.7542013,3962.947,4375.701201,3550.192799,4194.024,262.410299671518,3945.342,4207.75229967152,3682.93170032848
100,3841.62,3877.072,406.7111616,4283.783162,3470.360838,2923.52,2855.487,362.3347462,3217.821746,2493.152254,3195.041,3082.2093,117.1317597,3199.34106,2965.07754,3848.598039,3761.491176,395.6632238,4157.1544,3365.827953,4196.39,417.4656057,3921.191,4338.656606,3503.725394,4065.224,255.834875291263,3936.024,4191.85887529126,3680.18912470874
101,4062.51,3892.609,407.6733669,4300.282367,3484.935633,3049.34,2813.295,368.0241167,3181.319117,2445.270883,3058.623,3062.089,114.616739,3176.705739,2947.472261,3689.598039,3771.715686,390.010592,4161.726278,3381.705094,4004.65,416.2783783,3873.107,4289.385378,3456.828622,3729.68,252.961253013975,3924.8508,4177.81205301398,3671.88954698603
102,3855.71,3841.922,412.1188577,4254.040858,3429.803142,3036.22,2802.455,380.4822032,3182.937203,2421.972797,3140.05,3059.3753,114.5701164,3173.945416,2944.805184,3188.754902,3730.619608,360.085905,4090.705513,3370.533703,3751.22,401.2641002,3825.166,4226.4301,3423.9019,3879.564,255.60217750171,3919.5676,4175.16977750171,3663.96542249829
103,4310.22,3761.215,411.1535532,4172.368553,3350.061447,2890.26,2776.036,368.2069444,3144.242944,2407.829056,3033.977,3034.2836,113.6457311,3147.929331,2920.637869,4017.323529,3804.935294,398.4434744,4203.378768,3406.49182,4089.12,406.5174919,3805.509,4212.026492,3398.991508,4066.96,263.367856006765,3891.4448,4154.81265600677,3628.07694399324
104,3828.86,3699.665,412.0182057,4111.683206,3287.646794,2783.85,2745.577,351.8899085,3097.466909,2393.687092,3080.552,3025.061,113.300129,3138.361129,2911.760871,3954.411765,3804.55,382.198615,4186.748615,3422.351385,4163.76,422.2551561,3789.349,4211.604156,3367.093844,3895.492,257.805764853589,3840.9472,4098.75296485359,3583.14143514641
105,3842.24,3721.007,408.0458384,4129.052838,3312.961162,2843.41,2781.141,365.9551429,3147.096143,2415.185857,3104.514,3017.2265,114.8653505,3132.091851,2902.361149,4037.176471,3756.052941,384.8522114,4140.905153,3371.20073,4052.81,413.5234382,3763.561,4177.084438,3350.037562,3888.52,258.026119062393,3825.5852,4083.61131906239,3567.55908093761
106,3797.61,3727.282,397.1729928,4124.454993,3330.109007,2461.74,2722.639,344.2084094,3066.847409,2378.430591,2921.578,3005.7377,113.5069887,3119.244689,2892.230711,3822.333333,3735.782353,381.5242302,4117.306583,3354.258123,3895.69,406.4229572,3719.188,4125.610957,3312.765043,4038.76,261.284603927595,3784.8164,4046.1010039276,3523.53179607241
107,3749.31,3715.381,393.6497747,4109.030775,3321.731225,2816.46,2728.461,362.5534207,3091.014421,2365.907579,3197.154,3004.0397,115.1423759,3119.182076,2888.897324,3947.196078,3709.366667,365.0090496,4074.375716,3344.357617,3789.42,387.186623,3714.798,4101.984623,3327.611377,3760.144,253.291637597959,3778.6796,4031.97123759796,3525.38796240204
108,3609.91,3704.226,384.3470583,4088.573058,3319.878942,2856.72,2736.037,379.8990203,3115.93602,2356.13798,3023.752,2972.814,112.2476466,3085.061647,2860.566353,3488.627451,3663.691176,390.1749908,4053.866167,3273.516186,3404.06,369.6265307,3650.512,4020.138531,3280.885469,3935.052,255.768777088182,3751.982,4007.75077708818,3496.21322291182
109,3872.73,3720.11,391.3393282,4111.449328,3328.770672,2893.35,2738.409,367.0328591,3105.441859,2371.376141,3066.852,2967.5793,113.9432427,3081.522543,2853.636057,3620.892157,3720.507843,378.222837,4098.73068,3342.285006,3864.79,393.6685193,3693.367,4087.035519,3299.698481,4100.844,262.434636156617,3726.4064,3988.84103615662,3463.97176384338
110,3996.99,3707.149,387.8673834,4095.016383,3319.281617,2501.6,2724.331,354.0688114,3078.399811,2370.262189,2993.838,2950.2972,111.4133519,3061.710552,2838.883848,3950.843137,3791.359804,397.136772,4188.496576,3394.223032,3715.55,387.5341191,3677.206,4064.740119,3289.671881,3953.492,256.494308661506,3682.1004,3938.59470866151,3425.60609133849
111,3555.64,3655.602,393.9861293,4049.588129,3261.615871,2940.94,2719.626,365.7144755,3085.340476,2353.911525,3031.486,2953.2672,113.7431879,3067.010388,2839.524012,3278.637255,3772.556863,362.6445909,4135.201454,3409.912272,3525.24,383.2704805,3658.689,4041.959481,3275.418519,3676.848,251.041324222894,3658.972,3910.01332422289,3407.93067577711
112,3048.64,3702.34,353.5936158,4055.933616,3348.746384,2772.03,2678.597,365.1584022,3043.755402,2313.438598,2889.133,2949.5535,111.0563222,3060.609822,2838.497178,3931.911765,3840.365686,398.9658091,4239.331495,3441.399877,3554.65,389.5815299,3647.131,4036.71253,3257.54947,3598.336,249.905974951412,3698.3204,3948.22637495141,3448.41442504859
113,3694.72,3712.558,403.9344615,4116.492462,3308.623539,2585.67,2690.451,344.6123054,3035.063305,2345.838695,2941.751,2956.8138,110.6136078,3067.427408,2846.200192,4013.470588,3854.210784,396.7338863,4250.944671,3457.476898,3927.52,414.1512879,3629.824,4043.975288,3215.672712,3561.984,251.455498788505,3704.4788,3955.9342987885,3453.02330121149
114,4042.28,3707.419,400.2819394,4107.700939,3307.137061,3139.49,2666.685,381.8516677,3048.536668,2284.833332,3002.207,2960.7414,112.6270827,3073.368483,2848.114317,3469.441176,3811.766667,351.4001577,4163.166824,3460.366509,3905.88,404.8732602,3562.241,3967.11426,3157.36774,3741.872,245.380952346477,3742.238,3987.61895234648,3496.85704765352
115,3904.99,3692.362,404.0443638,4096.406364,3288.317636,2258.39,2592.271,323.2808132,2915.551813,2268.990187,2989.626,2954.7991,113.3409495,3068.14005,2841.45815,3834.470588,3861.898039,381.5926419,4243.490681,3480.305397,3609.08,385.2580135,3489.511,3874.769013,3104.252987,3480.832,252.155750565209,3781.52,4033.67575056521,3529.36424943479
116,3678.6,3642.055,394.1152057,4036.170206,3247.939794,2519.96,2621.392,345.5558884,2966.947888,2275.836112,2904.598,2955.9981,111.2934779,3067.291578,2844.704622,3558.176471,3873.337255,372.8392243,4246.176479,3500.498031,3851.79,406.0460694,3469.903,3875.949069,3063.856931,3977.392,254.19461525639,3820.7836,4074.97821525639,3566.58898474361
117,3637.76,3677.855,389.7305808,4067.585581,3288.124419,2892.22,2652.234,368.3396654,3020.573665,2283.894335,2884.897,2962.6941,109.3149916,3072.009092,2853.379108,3490.441176,3924.583333,374.8037994,4299.387133,3549.779534,3146.56,376.88519,3396.226,3773.11119,3019.34081,3493.168,248.563904537855,3777.5972,4026.16110453786,3529.03329546214
118,3768.75,3671.317,393.6227898,4064.93979,3277.69421,2880.44,2623.744,365.9578056,2989.701806,2257.786194,2971.405,2981.1867,111.6187593,3092.805459,2869.567941,4056.794118,3939.818627,382.4133412,4322.231969,3557.405286,3832.61,412.8698417,3397.152,3810.021842,2984.282158,3679.296,246.192053359843,3800.3876,4046.57965335984,3554.19554664016
119,3743.12,3678.464,406.9325847,4085.396585,3271.531415,2752.57,2607.901,368.8474843,2976.748484,2239.053516,2894.031,2981.4378,111.2952476,3092.733048,2870.142552,4329.411765,3924.239216,393.8555426,4318.094758,3530.383673,3703.18,389.8648557,3342.725,3732.589856,2952.860144,3657.784,253.425755418379,3819.622,4073.04775541838,3566.19624458162
120,3481.52,3662.694,384.3261905,4047.020191,3278.36781,2454.55,2627.491,350.2019952,2977.692995,2277.289005,3023.538,2989.9538,111.5609684,3101.514768,2878.392832,3762.813725,3861.848039,383.1704234,4245.018463,3478.677616,3530.38,381.0558281,3329.233,3710.288828,2948.177172,3722.208,247.185411128861,3836.658,4083.84341112886,3589.47258887114
121,4023.02,3689.987,400.8051377,4090.792138,3289.181862,2530.65,2653.776,344.9759427,2998.751943,2308.800057,2994.349,2987.7979,111.7147386,3099.512639,2876.083161,3956.72549,3838.666667,382.8820512,4221.548718,3455.784615,3409.66,397.9626785,3402.714,3800.676678,3004.751322,4070.332,259.088776984075,3817.06,4076.14877698408,3557.97122301592
122,3150.82,3600.447,375.6990981,3976.146098,3224.747902,2890.57,2665.025,362.581245,3027.606245,2302.443755,2961.736,2991.2819,111.189999,3102.471899,2880.091901,4070.362745,3827.016667,372.6823979,4199.699065,3454.334269,3381.58,384.1333292,3430.098,3814.231329,3045.964671,3659.92,250.143492272735,3786.7764,4036.91989227274,3536.63290772726
123,3643.33,3622.9,368.4464813,3991.346481,3254.453519,2348.01,2685.332,330.5192286,3015.851229,2354.812771,2981.027,2989.5477,111.8720573,3101.419757,2877.675643,3589.029412,3727.158824,369.8146154,4096.973439,3357.344208,3251.69,376.3762391,3481.42,3857.796239,3105.043761,3939.576,259.43480756617,3764.3284,4023.76320756617,3504.89359243383
124,3891.71,3679.219,375.3410213,4054.560021,3303.877979,2395.35,2743.958,345.1988416,3089.156842,2398.759158,2942.784,2980.2079,114.1989255,3094.406826,2866.008974,3970.754902,3768.47451,390.7800341,4159.254544,3377.694476,3178.58,359.1371076,3533.208,3892.345108,3174.070892,4134.692,256.165336149417,3765.5516,4021.71693614942,3509.38626385058
125,3401.92,3673.865,397.0943504,4070.95935,3276.77065,2549.6,2788.336,339.4326905,3127.768691,2448.90331,3001.616,2975.1053,113.8739422,3088.979242,2861.231358,3948.862745,3767.626471,395.5853009,4163.211772,3372.04117,3413,388.8947778,3562.301,3951.195778,3173.406222,3873.468,257.242135156556,3724.6652,3981.90733515656,3467.42306484344
126,4036.6,3635.839,411.9385969,4047.777597,3223.900403,2828.38,2814.828,352.0880733,3166.916073,2462.739927,2971.558,2976.1889,113.6755288,3089.864429,2862.513371,4070.637255,3732.045098,387.9600133,4120.005111,3344.085085,3115.02,375.094792,3603.046,3978.140792,3227.951208,3545.528,241.950041927799,3715.4484,3957.3984419278,3473.4983580722
127,3572.38,3556.339,399.5708925,3955.909893,3156.768108,2607.32,2854.361,357.0312252,3211.392225,2497.329775,3069.823,2978.1104,115.2044802,3093.31488,2862.90592,3642.794118,3685.776471,352.3628722,4038.139343,3333.413598,3155.82,364.438666,3614.2,3978.638666,3249.761334,3721.072,251.553703934695,3725.9912,3977.54490393469,3474.4374960653
128,3840.22,3528.346,382.91995,3911.26595,3145.42605,2722.01,2895.852,355.3469711,3251.198971,2540.505029,2973.916,2970.6905,112.9174997,3083.608,2857.773,3901,3638.961765,382.0828762,4021.044641,3256.878888,3288.34,372.6788173,3648.895,4021.573817,3276.216183,3871.64,253.2980613775,3741.894,3995.1920613775,3488.5959386225
129,3585.42,3503.53,383.8345503,3887.36455,3119.69545,2948.47,2909.09,383.5228469,3292.612847,2525.567153,2979.191,2978.1853,114.471026,3092.656326,2863.714274,3705.5,3638.048039,386.4523207,4024.50036,3251.595719,3568.26,396.1103444,3634.549,4030.659344,3238.438656,3828.144,253.463452602256,3723.9296,3977.39305260226,3470.46614739774
130,3754.45,3503.943,399.2943965,3903.237397,3104.648604,2717.4,2900.901,346.7424208,3247.643421,2554.158579,3001.979,2990.8563,113.0475388,3103.903839,2877.808761,3531,3642.635294,372.154764,4014.790058,3270.48053,4265.19,406.5572783,3627.789,4034.346278,3221.231722,3526.228,247.633468820481,3698.6024,3946.23586882048,3450.96893117952
131,3127.62,3451.774,368.1166306,3819.890631,3083.657369,2643.14,2892.552,348.0974835,3240.649484,2544.454517,3029.189,2977.0133,114.1969152,3091.210215,2862.816385,3840.22549,3694.986275,384.1013779,4079.087652,3310.884897,3683.5,402.0461462,3511.478,3913.524146,3109.431854,3767.496,250.481381615353,3727.3328,3977.81418161535,3476.85141838465
132,3375.35,3435.867,384.4715002,3820.3385,3051.3955,3093.64,2928.621,381.0747508,3309.695751,2547.546249,2944.394,2972.24,111.3171424,3083.557142,2860.922858,3071.784314,3698.011765,348.7884373,4046.800202,3349.223327,3894.8,402.385406,3494.474,3896.859406,3092.088594,3435.44,241.24471610711,3733.2188,3974.46351610711,3491.97408389289
133,4206.52,3433.561,426.887977,3860.448977,3006.673023,2934.27,2918.102,372.1673478,3290.269348,2545.934652,2887.629,2969.2358,109.7062085,3078.942008,2859.529592,4002.186275,3702.451961,367.1185463,4069.570507,3335.333414,3769.57,401.5092585,3431.817,3833.326258,3030.307742,3951.808,251.868043698568,3746.786,3998.65404369857,3494.91795630143
134,3838.17,3368.258,412.5878161,3780.845816,2955.670184,2839.13,2901.827,359.7151322,3261.542132,2542.111868,2891.758,2989.9082,111.4969018,3101.405102,2878.411298,3962.27451,3691.754902,383.9324339,4075.687336,3307.822468,3469.51,395.8438797,3404.95,3800.79388,3009.10612,3725.828,255.018130480293,3753.8212,4008.83933048029,3498.80306951971
135,3021.66,3266.091,358.8463393,3624.937339,2907.244661,2814.52,2931.88,361.8921855,3293.772186,2569.987815,3012.452,2995.239,114.8441002,3110.0831,2880.3949,3593.04902,3652.021569,375.7863761,4027.807945,3276.235192,3820.45,412.8500302,3356.123,3768.97303,2943.27297,3781.3,250.753266539042,3755.1756,4005.92886653904,3504.42233346096
136,3241.6,3298.378,365.1956788,3663.573679,2933.182321,3223.71,2922.155,391.2260191,3313.381019,2530.928981,2990.773,2987.2921,113.9349037,3101.227004,2873.357196,3607.95098,3622.455882,382.9736614,4005.429544,3239.482221,3226.56,381.6013874,3315.921,3697.522387,2934.319613,3650.956,251.416958044313,3747.9216,3999.33855804431,3496.50464195569
137,3292.45,3339.584,385.8252123,3725.409212,2953.758788,3022.23,2885.227,378.0197267,3263.246727,2507.207273,2995.624,2973.3667,112.8551655,3086.221865,2860.511535,3174.647059,3562.85098,368.4394208,3931.290401,3194.41156,3502.77,386.3942818,3336.968,3723.362282,2950.573718,3880.1,257.236534963446,3765.6008,4022.83733496345,3508.36426503655
138,3592.06,3295.287,402.7624657,3698.049466,2892.524534,2854.39,2855.73,371.3789221,3227.108922,2484.351078,3048.864,2955.8348,112.969486,3068.804286,2842.865314,3891.862745,3591.665686,386.0759204,3977.741607,3205.589766,3144.88,359.7608529,3299.12,3658.880853,2939.359147,3691.996,248.264155608368,3743.86,3992.12415560837,3495.59584439163
139,3589.55,3271.459,394.382609,3665.841609,2877.076391,2866.58,2842.438,382.5570269,3224.995027,2459.880973,3105.901,2942.967,116.5144981,3059.481498,2826.452502,3751.372549,3576.939216,386.8054237,3963.744639,3190.133792,3500.66,380.9144398,3309.22,3690.13444,2928.30556,3574.872,249.746874411801,3765.51,4015.2568744118,3515.7631255882
